Date,Symbol,Open,High,Low,Close,Volume,Mcap
1995-11-27,RELIANCE,11.3758025917877,11.4160709195462,10.9781528551721,11.0058373305061,4661200.0,100659.8572073
1995-11-28,RELIANCE,10.6711068560132,10.8170795441379,10.0444310052709,10.1123838083635,6543750.0,92488.2932218
1995-11-29,RELIANCE,10.2432558735787,10.5201006269187,9.81792166162915,10.3867117912185,8789350.0,94997.3086427
1995-11-30,RELIANCE,10.0670819396351,11.451305706335,10.041914234786,11.2902323953008,15042850.0,103260.9465886
1995-12-01,RELIANCE,11.6400634927031,12.4831816051476,11.6400634927031,12.0679144751376,19070700.0,110373.6600295
1995-12-06,RELIANCE,10.6081875938905,10.9177503635343,10.3363763815204,10.7365428886209,15752850.0,98196.8787666
1995-12-07,RELIANCE,11.0737901335986,11.1694274120252,10.8221130851078,11.0461056582646,11866150.0,101028.1530489
1995-12-08,RELIANCE,11.1216087728119,11.2197628217233,10.4445975123714,10.5754695775867,12319250.0,96723.6954002
1995-12-11,RELIANCE,10.2432558735787,10.3892285617034,9.99157882508786,10.2029875458202,15357200.0,93316.9588654
1995-12-12,RELIANCE,10.0947664149691,10.2935912832769,9.98151174314822,10.1048334969088,11719800.0,92419.2377515
1995-12-13,RELIANCE,10.2759738898826,10.6207714463151,10.2759738898826,10.5754695775867,10456100.0,96723.6954002
1995-12-14,RELIANCE,10.7692609049247,10.7692609049247,10.2935912832769,10.3263092995807,12285150.0,94444.8648803
1995-12-15,RELIANCE,10.1677527590315,10.2432558735787,9.93369310393496,10.1954372343655,11089550.0,93247.9033951
1995-12-18,RELIANCE,10.1425850541824,10.2935912832769,10.0796657920597,10.1627192180617,7145650.0,92948.6630238
1995-12-19,RELIANCE,10.1048334969088,10.1501353656371,9.96892789072368,10.0897328739993,7539950.0,92281.1268109
1995-12-20,RELIANCE,10.1425850541824,10.5704360366169,10.06959871012,10.1073502673937,5221750.0,92442.2562416
1995-12-21,RELIANCE,10.3313428405505,10.7189254952265,10.2810074308524,10.6459391511641,11810000.0,97368.213123
